时间,类型,舰种,船只
2016/06/02 20:27:60,解体,駆逐艦,陽炎(Lv.1)
2016/06/02 20:27:55,解体,駆逐艦,初雪(Lv.1)
2016/06/02 20:27:51,解体,駆逐艦,村雨(Lv.1)
2016/06/02 20:10:40,解体,駆逐艦,深雪(Lv.1)
2016/06/02 20:10:23,解体,駆逐艦,初雪(Lv.1)
2016/06/02 20:07:09,解体,駆逐艦,白露(Lv.1)
2016/06/02 11:59:56,解体,軽巡洋艦,長良(Lv.1)
2016/06/02 11:59:52,解体,駆逐艦,涼風(Lv.1)
2016/06/02 11:56:40,解体,駆逐艦,磯波(Lv.2)
2016/06/02 06:22:29,改修,軽空母,飛鷹(Lv.1)
2016/06/02 06:22:16,改修,軽空母,龍驤(Lv.1)
2016/06/02 04:31:34,解体,重巡洋艦,高雄(Lv.1)
2016/06/02 04:31:30,解体,水上機母艦,千歳(Lv.1)
2016/06/02 04:31:26,解体,重巡洋艦,羽黒(Lv.1)
2016/06/02 04:31:22,解体,軽巡洋艦,神通(Lv.1)
2016/06/02 04:31:18,解体,駆逐艦,涼風(Lv.1)
2016/06/02 04:31:14,解体,軽巡洋艦,長良(Lv.1)
2016/06/02 04:31:10,解体,戦艦,比叡(Lv.1)
2016/06/02 04:02:35,解体,水上機母艦,千歳(Lv.1)
2016/06/02 04:02:29,解体,駆逐艦,陽炎(Lv.1)
2016/06/02 04:02:25,解体,軽巡洋艦,由良(Lv.1)
2016/06/02 04:01:54,解体,軽巡洋艦,長良(Lv.1)
2016/06/02 04:01:48,解体,軽巡洋艦,由良(Lv.1)
2016/06/02 04:01:43,解体,重巡洋艦,羽黒(Lv.1)
2016/06/02 04:01:39,解体,軽巡洋艦,由良(Lv.1)
2016/06/02 03:44:42,解体,重巡洋艦,摩耶(Lv.1)
2016/06/02 03:44:30,解体,軽巡洋艦,由良(Lv.1)
2016/06/02 03:44:22,解体,水上機母艦,千歳(Lv.1)
2016/06/02 03:44:13,解体,駆逐艦,涼風(Lv.1)
2016/06/02 03:44:03,解体,重巡洋艦,高雄(Lv.1)
2016/06/02 03:43:59,解体,駆逐艦,陽炎(Lv.1)
2016/06/02 03:14:37,解体,駆逐艦,子日(Lv.1)
2016/06/02 03:14:21,解体,軽空母,飛鷹(Lv.1)
2016/06/02 03:14:14,解体,重巡洋艦,愛宕(Lv.1)
2016/06/02 03:14:05,解体,軽巡洋艦,五十鈴(Lv.1)
2016/06/02 03:12:32,解体,重巡洋艦,高雄(Lv.1)
2016/06/02 03:12:26,解体,駆逐艦,如月(Lv.1)
2016/06/02 03:12:22,解体,戦艦,比叡(Lv.1)
2016/06/02 03:12:10,解体,軽空母,祥鳳(Lv.1)
2016/06/02 03:12:06,解体,駆逐艦,文月(Lv.1)
2016/06/02 02:50:52,解体,駆逐艦,深雪(Lv.1)
2016/06/02 02:50:48,解体,駆逐艦,雷(Lv.1)
2016/06/02 01:43:54,解体,駆逐艦,皐月(Lv.1)
2016/06/02 01:43:23,解体,戦艦,扶桑(Lv.1)
2016/06/02 01:42:30,解体,駆逐艦,暁(Lv.1)
2016/06/02 01:42:13,解体,駆逐艦,文月(Lv.1)
2016/06/02 01:42:07,解体,駆逐艦,初霜(Lv.1)
2016/06/02 01:41:55,解体,駆逐艦,磯波(Lv.1)
2016/06/02 01:40:55,解体,駆逐艦,夕立(Lv.1)
2016/06/02 01:40:37,解体,駆逐艦,文月(Lv.1)
2016/06/02 01:40:21,解体,駆逐艦,菊月(Lv.1)
2016/06/02 01:39:43,解体,駆逐艦,睦月(Lv.1)
2016/06/02 01:18:30,解体,駆逐艦,初雪(Lv.1)
2016/05/32 19:10:26,解体,駆逐艦,電(Lv.2)
2016/05/32 19:02:54,解体,駆逐艦,文月(Lv.2)
2016/05/32 18:55:13,解体,駆逐艦,時雨(Lv.1)
2016/05/32 18:52:29,解体,駆逐艦,響(Lv.1)
2016/05/32 18:43:06,解体,駆逐艦,敷波(Lv.2)
2016/05/32 18:40:39,解体,駆逐艦,五月雨(Lv.1)
2016/05/32 18:38:04,解体,駆逐艦,皐月(Lv.1)
2016/05/32 18:37:56,解体,駆逐艦,霰(Lv.1)
2016/05/32 18:37:52,解体,駆逐艦,電(Lv.1)
2016/05/32 18:37:46,解体,駆逐艦,暁(Lv.1)
2016/05/32 18:37:41,解体,駆逐艦,白雪(Lv.1)
2016/05/32 18:37:36,解体,駆逐艦,大潮(Lv.1)
2016/05/32 18:37:32,解体,駆逐艦,電(Lv.1)
2016/05/32 18:34:13,解体,駆逐艦,長月(Lv.2)
2016/05/32 18:28:51,解体,駆逐艦,電(Lv.2)
2016/05/32 14:11:22,解体,軽巡洋艦,天龍(Lv.1)
2016/05/32 14:11:17,解体,軽巡洋艦,那珂(Lv.1)
2016/05/32 14:10:29,解体,駆逐艦,磯波(Lv.2)
2016/05/32 14:08:08,解体,軽巡洋艦,那珂(Lv.1)
2016/05/32 14:08:04,解体,軽巡洋艦,鬼怒(Lv.1)
2016/05/32 14:03:36,解体,駆逐艦,初霜(Lv.2)
2016/05/32 13:48:50,解体,駆逐艦,大潮(Lv.1)
2016/05/32 13:43:15,解体,駆逐艦,霰(Lv.1)
2016/05/32 13:40:21,改修,駆逐艦,敷波(Lv.1)
2016/05/32 13:40:21,改修,駆逐艦,響(Lv.1)
2016/05/32 13:38:60,解体,駆逐艦,深雪(Lv.2)
2016/05/32 13:31:18,解体,駆逐艦,白雪(Lv.2)
2016/05/32 13:21:12,解体,駆逐艦,敷波(Lv.1)
2016/05/32 13:18:05,解体,駆逐艦,村雨(Lv.1)
2016/05/32 13:15:28,解体,駆逐艦,敷波(Lv.1)
2016/05/32 13:13:49,解体,駆逐艦,涼風(Lv.1)
2016/05/32 13:07:28,改修,駆逐艦,夕立(Lv.1)
2016/05/32 13:07:28,改修,駆逐艦,叢雲(Lv.1)
2016/05/32 04:28:03,解体,駆逐艦,文月(Lv.1)
2016/05/32 04:26:42,解体,駆逐艦,皐月(Lv.1)
2016/05/32 04:23:47,解体,駆逐艦,白雪(Lv.2)
2016/05/32 04:18:06,解体,駆逐艦,時雨(Lv.1)
2016/05/32 04:17:58,解体,駆逐艦,潮(Lv.1)
2016/05/32 04:17:46,解体,駆逐艦,白雪(Lv.1)
2016/05/32 04:17:39,解体,駆逐艦,初雪(Lv.1)
2016/05/32 04:17:26,解体,駆逐艦,望月(Lv.1)
2016/05/32 04:17:17,解体,駆逐艦,響(Lv.1)
2016/05/32 04:17:04,解体,駆逐艦,白雪(Lv.1)
2016/05/32 04:16:59,解体,駆逐艦,敷波(Lv.1)
2016/05/32 04:16:50,解体,駆逐艦,朧(Lv.1)
2016/05/32 04:16:46,解体,駆逐艦,初春(Lv.1)
2016/05/32 03:41:51,解体,駆逐艦,白雪(Lv.1)
2016/05/32 03:39:30,解体,駆逐艦,敷波(Lv.1)
2016/05/32 03:34:47,解体,駆逐艦,深雪(Lv.1)
2016/05/32 03:32:20,解体,駆逐艦,霰(Lv.2)
2016/05/32 03:27:42,解体,駆逐艦,若葉(Lv.2)
2016/05/32 03:20:31,解体,駆逐艦,敷波(Lv.1)
2016/05/32 03:17:43,解体,駆逐艦,磯波(Lv.2)
2016/05/32 03:15:19,解体,駆逐艦,満潮(Lv.1)
2016/05/32 03:15:13,解体,駆逐艦,文月(Lv.1)
2016/05/32 03:15:07,解体,駆逐艦,睦月(Lv.1)
2016/05/32 03:13:18,解体,駆逐艦,敷波(Lv.1)
2016/05/32 03:13:10,解体,駆逐艦,若葉(Lv.1)
2016/05/32 03:12:29,解体,駆逐艦,白雪(Lv.1)
2016/05/32 03:12:21,解体,駆逐艦,雷(Lv.1)
2016/05/32 03:11:46,解体,駆逐艦,大潮(Lv.1)
2016/05/32 03:08:55,解体,駆逐艦,村雨(Lv.2)
2016/05/32 03:02:42,解体,駆逐艦,若葉(Lv.2)
2016/05/32 02:59:49,解体,軽巡洋艦,那珂(Lv.1)
2016/05/32 02:59:45,解体,駆逐艦,村雨(Lv.1)
2016/05/32 02:59:14,解体,駆逐艦,電(Lv.1)
2016/05/32 02:58:54,解体,駆逐艦,敷波(Lv.1)
2016/05/32 02:54:57,解体,駆逐艦,白雪(Lv.1)
2016/05/32 02:54:48,解体,駆逐艦,如月(Lv.1)
2016/05/32 02:52:08,解体,駆逐艦,曙(Lv.1)
2016/05/32 02:49:15,解体,駆逐艦,如月(Lv.1)
2016/05/32 02:47:02,解体,駆逐艦,望月(Lv.1)
2016/05/32 02:43:60,解体,駆逐艦,菊月(Lv.1)
2016/05/32 02:33:37,解体,駆逐艦,子日(Lv.2)
2016/05/32 02:21:42,解体,駆逐艦,子日(Lv.1)
2016/05/32 02:19:07,解体,駆逐艦,白雪(Lv.2)
2016/05/32 01:59:29,解体,駆逐艦,如月(Lv.1)
2016/05/32 01:59:23,解体,駆逐艦,夕立(Lv.1)
2016/05/32 01:58:58,解体,駆逐艦,潮(Lv.1)
2016/05/32 01:49:55,解体,駆逐艦,深雪(Lv.1)
2016/05/32 01:44:34,解体,駆逐艦,満潮(Lv.1)
2016/05/32 01:43:21,解体,駆逐艦,望月(Lv.1)
2016/05/32 01:39:47,解体,駆逐艦,深雪(Lv.1)
2016/05/32 01:35:46,解体,駆逐艦,朧(Lv.1)
2016/05/32 01:35:10,解体,駆逐艦,菊月(Lv.1)
2016/05/32 01:31:35,解体,駆逐艦,白雪(Lv.1)
2016/05/32 01:31:31,解体,駆逐艦,初霜(Lv.1)
2016/05/32 01:31:19,解体,駆逐艦,長月(Lv.1)
2016/05/32 01:30:52,解体,駆逐艦,曙(Lv.1)
2016/05/32 01:30:38,解体,駆逐艦,磯波(Lv.1)
2016/05/32 01:30:32,解体,駆逐艦,長月(Lv.1)
2016/05/32 01:30:14,解体,駆逐艦,夕立(Lv.2)
2016/05/32 01:24:04,解体,駆逐艦,望月(Lv.1)
2016/05/32 01:19:59,解体,駆逐艦,若葉(Lv.1)
2016/05/32 01:17:13,解体,駆逐艦,白雪(Lv.1)
2016/05/32 01:09:56,解体,駆逐艦,響(Lv.1)
2016/05/32 01:03:37,解体,駆逐艦,吹雪(Lv.1)
2016/05/32 01:03:31,解体,駆逐艦,響(Lv.1)
2016/05/32 01:03:17,解体,駆逐艦,如月(Lv.1)
2016/05/31 24:60:31,解体,駆逐艦,三日月(Lv.2)
2016/05/31 24:50:42,解体,駆逐艦,白雪(Lv.1)
2016/05/31 24:50:33,解体,駆逐艦,時雨(Lv.2)
2016/05/31 24:16:37,解体,駆逐艦,如月(Lv.2)
2016/05/31 24:07:54,解体,駆逐艦,夕立(Lv.1)
2016/05/31 24:07:43,解体,駆逐艦,荒潮(Lv.1)
2016/05/31 24:07:36,解体,駆逐艦,敷波(Lv.1)
2016/05/31 24:07:28,解体,駆逐艦,時雨(Lv.1)
2016/05/31 24:07:02,解体,駆逐艦,潮(Lv.2)
2016/05/31 23:42:28,解体,駆逐艦,時雨(Lv.1)
2016/05/31 23:39:30,解体,駆逐艦,若葉(Lv.2)
2016/05/31 23:03:40,解体,駆逐艦,若葉(Lv.2)
2016/05/31 22:57:08,解体,駆逐艦,霰(Lv.1)
2016/05/31 22:54:18,解体,駆逐艦,敷波(Lv.2)
2016/05/31 22:49:15,解体,駆逐艦,皐月(Lv.1)
2016/05/31 22:46:46,解体,潜水艦,伊168(Lv.1)
2016/05/31 22:44:20,解体,駆逐艦,夕立(Lv.1)
2016/05/31 22:44:13,解体,重巡洋艦,足柄(Lv.1)
2016/05/31 22:44:10,解体,駆逐艦,磯波(Lv.1)
2016/05/31 22:44:06,解体,駆逐艦,初雪(Lv.1)
2016/05/31 22:44:01,解体,駆逐艦,霞(Lv.1)
2016/05/31 22:43:56,解体,駆逐艦,村雨(Lv.1)
2016/05/31 22:43:49,解体,駆逐艦,霞(Lv.1)
2016/05/31 22:43:35,解体,重巡洋艦,最上(Lv.1)
2016/05/31 22:43:30,解体,重巡洋艦,筑摩(Lv.1)
2016/05/31 22:43:26,解体,軽巡洋艦,名取(Lv.1)
2016/05/31 22:09:04,改修,駆逐艦,磯波(Lv.1)
2016/05/31 22:09:04,改修,駆逐艦,電(Lv.1)
2016/05/31 22:06:08,改修,駆逐艦,霰(Lv.1)
2016/05/31 22:06:08,改修,駆逐艦,霰(Lv.1)
2016/05/31 22:05:58,改修,駆逐艦,村雨(Lv.1)
2016/05/31 22:05:58,改修,駆逐艦,夕立(Lv.1)
2016/05/31 21:20:47,改修,軽空母,祥鳳(Lv.1)
2016/05/31 21:19:58,改修,駆逐艦,霰(Lv.1)
2016/05/31 21:19:58,改修,駆逐艦,綾波(Lv.1)
2016/05/31 21:19:35,改修,重巡洋艦,摩耶(Lv.1)
2016/05/31 21:19:18,改修,軽巡洋艦,名取(Lv.1)
2016/05/31 21:19:18,改修,軽巡洋艦,名取(Lv.1)
2016/05/31 21:19:06,改修,駆逐艦,雷(Lv.1)
2016/05/31 21:19:06,改修,駆逐艦,響(Lv.1)
2016/05/31 21:18:55,改修,駆逐艦,雷(Lv.1)
2016/05/31 21:18:55,改修,駆逐艦,電(Lv.1)
2016/05/31 20:10:51,改修,軽空母,祥鳳(Lv.1)
2016/05/31 20:10:30,改修,駆逐艦,綾波(Lv.1)
2016/05/31 20:10:30,改修,駆逐艦,高波改(Lv.43)
2016/05/31 19:59:43,改修,軽巡洋艦,多摩(Lv.1)
2016/05/31 19:59:43,改修,駆逐艦,霞(Lv.1)
2016/05/31 19:59:15,改修,駆逐艦,子日(Lv.1)
2016/05/31 19:59:15,改修,駆逐艦,子日(Lv.1)
2016/05/31 19:52:35,改修,重巡洋艦,愛宕(Lv.1)
2016/05/31 19:50:28,改修,駆逐艦,初春(Lv.1)
2016/05/31 19:50:28,改修,駆逐艦,初春(Lv.1)
2016/05/31 19:28:07,解体,駆逐艦,時雨(Lv.1)
2016/05/31 19:25:06,解体,駆逐艦,文月(Lv.2)
2016/05/31 19:13:47,解体,駆逐艦,菊月(Lv.1)
2016/05/31 19:10:24,解体,駆逐艦,満潮(Lv.1)
2016/05/31 19:06:52,解体,駆逐艦,菊月(Lv.1)
2016/05/31 18:03:29,解体,駆逐艦,響(Lv.1)
2016/05/31 18:01:23,解体,駆逐艦,初霜(Lv.2)
2016/05/31 17:59:10,解体,駆逐艦,響(Lv.1)
2016/05/31 17:59:06,解体,駆逐艦,初春(Lv.1)
2016/05/31 17:59:02,解体,駆逐艦,霞(Lv.1)
2016/05/31 17:58:55,解体,駆逐艦,敷波(Lv.1)
2016/05/31 17:58:44,解体,駆逐艦,初春(Lv.1)
2016/05/31 17:56:23,解体,駆逐艦,荒潮(Lv.1)
2016/05/31 17:53:25,解体,駆逐艦,菊月(Lv.1)
2016/05/31 17:50:52,解体,駆逐艦,若葉(Lv.2)
2016/05/31 17:45:28,解体,駆逐艦,夕立(Lv.1)
2016/05/31 17:41:59,解体,駆逐艦,初雪(Lv.1)
2016/05/31 17:39:22,解体,駆逐艦,皐月(Lv.2)
2016/05/31 15:58:21,解体,駆逐艦,霰(Lv.1)
2016/05/31 15:55:34,解体,駆逐艦,五月雨(Lv.1)
2016/05/31 15:55:13,解体,駆逐艦,大潮(Lv.1)
2016/05/31 15:55:03,解体,駆逐艦,若葉(Lv.1)
2016/05/31 15:54:57,解体,駆逐艦,敷波(Lv.1)
2016/05/31 15:52:57,解体,駆逐艦,漣(Lv.2)
2016/05/31 15:39:24,解体,駆逐艦,初雪(Lv.1)
2016/05/31 15:39:19,解体,駆逐艦,時雨(Lv.1)
2016/05/31 15:24:48,解体,駆逐艦,深雪(Lv.1)
2016/05/31 15:22:15,解体,駆逐艦,潮(Lv.1)
2016/05/31 15:19:30,解体,駆逐艦,初雪(Lv.1)
2016/05/31 15:16:22,解体,駆逐艦,敷波(Lv.1)
2016/05/31 15:13:55,解体,重巡洋艦,足柄(Lv.1)
2016/05/31 15:13:49,解体,水上機母艦,千歳(Lv.1)
2016/05/31 15:13:45,解体,戦艦,日向(Lv.1)
2016/05/31 15:12:16,改修,軽巡洋艦,由良(Lv.1)
2016/05/31 15:12:16,改修,駆逐艦,大潮(Lv.1)
2016/05/31 15:12:04,改修,軽巡洋艦,由良(Lv.1)
2016/05/31 15:12:04,改修,軽巡洋艦,那珂(Lv.1)
2016/05/31 05:15:15,改修,潜水艦,まるゆ改(Lv.20)
2016/05/31 05:15:15,改修,潜水艦,まるゆ改(Lv.20)
2016/05/31 05:15:15,改修,潜水艦,まるゆ改(Lv.20)
2016/05/31 05:15:15,改修,潜水艦,まるゆ改(Lv.20)
2016/05/31 05:15:15,改修,潜水艦,まるゆ改(Lv.20)
2016/05/31 05:13:33,解体,重巡洋艦,足柄(Lv.1)
2016/05/31 03:55:39,解体,駆逐艦,皐月(Lv.1)
2016/05/31 03:55:32,解体,軽巡洋艦,五十鈴(Lv.1)
2016/05/31 03:55:28,解体,駆逐艦,時雨(Lv.1)
2016/05/31 03:55:23,解体,重巡洋艦,鳥海(Lv.1)
2016/05/31 03:55:19,解体,重巡洋艦,加古(Lv.1)
2016/05/31 03:06:10,解体,駆逐艦,雷(Lv.1)
2016/05/31 03:06:02,解体,駆逐艦,電(Lv.1)
2016/05/31 03:05:57,解体,駆逐艦,潮(Lv.1)
2016/05/31 03:05:51,解体,駆逐艦,磯波(Lv.1)
2016/05/31 03:05:47,解体,駆逐艦,子日(Lv.1)
2016/05/31 02:37:53,解体,駆逐艦,吹雪(Lv.1)
2016/05/31 02:37:47,解体,駆逐艦,霞(Lv.1)
2016/05/31 02:37:38,解体,駆逐艦,白雪(Lv.2)
2016/05/31 02:26:31,解体,駆逐艦,長月(Lv.1)
2016/05/31 02:24:25,解体,駆逐艦,霞(Lv.1)
2016/05/31 02:20:25,解体,駆逐艦,磯波(Lv.2)
2016/05/31 02:17:48,解体,駆逐艦,若葉(Lv.1)
2016/05/31 02:14:50,解体,駆逐艦,時雨(Lv.2)
2016/05/31 02:09:54,解体,駆逐艦,初雪(Lv.1)
2016/05/31 02:04:03,解体,駆逐艦,敷波(Lv.2)
2016/05/31 02:01:41,解体,駆逐艦,夕立(Lv.1)
2016/05/31 02:01:37,解体,駆逐艦,初春(Lv.1)
2016/05/31 02:01:32,解体,軽巡洋艦,神通(Lv.1)
2016/05/31 02:01:28,解体,駆逐艦,時雨(Lv.1)
2016/05/31 01:55:54,解体,駆逐艦,時雨(Lv.2)
2016/05/30 24:58:48,解体,駆逐艦,若葉(Lv.1)
2016/05/30 24:47:04,解体,駆逐艦,磯波(Lv.2)
2016/05/30 24:25:44,解体,駆逐艦,夕立(Lv.2)
2016/05/30 24:23:33,解体,駆逐艦,如月(Lv.1)
2016/05/30 24:23:28,解体,駆逐艦,敷波(Lv.1)
2016/05/30 23:33:50,解体,駆逐艦,深雪(Lv.1)
2016/05/30 23:30:46,解体,駆逐艦,時雨(Lv.2)
2016/05/30 23:21:27,解体,駆逐艦,子日(Lv.1)
2016/05/30 23:18:40,解体,駆逐艦,曙(Lv.1)
2016/05/30 23:14:32,解体,駆逐艦,睦月(Lv.1)
2016/05/30 23:01:27,解体,駆逐艦,綾波(Lv.2)
2016/05/30 22:56:39,解体,駆逐艦,敷波(Lv.1)
2016/05/30 22:56:34,解体,駆逐艦,若葉(Lv.1)
2016/05/30 22:55:55,解体,駆逐艦,霞(Lv.1)
2016/05/30 22:53:19,解体,駆逐艦,朧(Lv.2)
2016/05/30 22:47:57,解体,駆逐艦,三日月(Lv.2)
2016/05/30 22:45:15,解体,駆逐艦,曙(Lv.1)
2016/05/30 22:45:10,解体,駆逐艦,涼風(Lv.1)
2016/05/30 22:45:03,解体,駆逐艦,時雨(Lv.1)
2016/05/30 22:40:12,解体,駆逐艦,響(Lv.2)
2016/05/30 22:35:20,解体,駆逐艦,霞(Lv.2)
2016/05/30 22:29:15,解体,駆逐艦,初春(Lv.1)
2016/05/30 22:29:10,解体,駆逐艦,暁(Lv.1)
2016/05/30 22:29:06,解体,軽巡洋艦,神通(Lv.1)
2016/05/30 22:26:04,解体,駆逐艦,潮(Lv.2)
2016/05/30 06:18:48,解体,駆逐艦,霞(Lv.1)
2016/05/30 06:11:48,改修,重巡洋艦,那智(Lv.1)
2016/05/30 06:11:28,改修,軽巡洋艦,名取(Lv.1)
2016/05/30 06:11:28,改修,軽巡洋艦,那珂(Lv.1)
2016/05/30 02:22:01,改修,航空巡洋艦,三隈改(Lv.31)
2016/05/30 02:21:50,改修,戦艦,金剛(Lv.1)
2016/05/30 02:11:18,解体,駆逐艦,雷(Lv.1)
2016/05/30 02:10:53,解体,駆逐艦,子日(Lv.1)
2016/05/30 02:10:44,解体,駆逐艦,夕立(Lv.1)
2016/05/30 02:10:07,解体,重巡洋艦,最上(Lv.1)
2016/05/30 02:10:03,解体,駆逐艦,村雨(Lv.1)
2016/05/30 01:60:60,解体,重巡洋艦,利根(Lv.1)
2016/05/30 01:60:55,解体,駆逐艦,深雪(Lv.1)
2016/05/28 24:22:25,解体,潜水艦,伊58(Lv.1)
2016/05/28 24:22:20,解体,潜水艦,伊58(Lv.1)
2016/05/28 24:22:16,解体,潜水艦,伊19(Lv.1)
2016/05/28 24:22:11,解体,重巡洋艦,妙高(Lv.1)
2016/05/28 24:22:07,解体,重巡洋艦,愛宕(Lv.1)
2016/05/28 24:22:01,解体,駆逐艦,村雨(Lv.1)
2016/05/28 24:21:45,解体,駆逐艦,夕立(Lv.1)
2016/05/28 23:57:01,解体,駆逐艦,初春(Lv.1)
2016/05/28 23:56:56,解体,軽巡洋艦,多摩(Lv.1)
2016/05/28 23:56:52,解体,駆逐艦,時雨(Lv.1)
2016/05/28 23:37:11,解体,重巡洋艦,妙高(Lv.1)
2016/05/28 23:37:07,解体,駆逐艦,涼風(Lv.1)
2016/05/28 23:37:02,解体,駆逐艦,初霜(Lv.1)
2016/05/28 23:36:57,解体,重巡洋艦,愛宕(Lv.1)
2016/05/28 23:30:06,解体,駆逐艦,時雨(Lv.1)
2016/05/28 22:57:14,解体,重巡洋艦,愛宕(Lv.1)
2016/05/28 22:57:09,解体,駆逐艦,五月雨(Lv.1)
2016/05/28 22:57:04,解体,駆逐艦,村雨(Lv.1)
2016/05/28 22:56:58,解体,潜水艦,伊58(Lv.1)
2016/05/28 22:56:54,解体,重巡洋艦,足柄(Lv.1)
2016/05/28 22:56:49,解体,重巡洋艦,最上(Lv.1)
2016/05/28 22:36:05,解体,駆逐艦,若葉(Lv.1)
2016/05/28 22:36:01,解体,駆逐艦,若葉(Lv.1)
2016/05/28 22:35:56,解体,軽巡洋艦,球磨(Lv.1)
2016/05/28 22:35:52,解体,軽巡洋艦,神通(Lv.1)
2016/05/28 22:35:47,解体,駆逐艦,若葉(Lv.1)
2016/05/28 22:35:43,解体,軽巡洋艦,名取(Lv.1)
2016/05/28 22:08:49,解体,駆逐艦,夕立(Lv.1)
2016/05/28 22:08:45,解体,軽巡洋艦,那珂(Lv.1)
2016/05/28 22:08:40,解体,駆逐艦,夕立(Lv.1)
2016/05/28 22:08:36,解体,重巡洋艦,高雄(Lv.1)
2016/05/28 22:08:31,解体,駆逐艦,時雨(Lv.1)
2016/05/28 22:08:26,解体,重巡洋艦,筑摩(Lv.1)
2016/05/28 21:38:29,解体,潜水艦,伊168(Lv.1)
2016/05/28 21:38:24,解体,潜水艦,伊19(Lv.1)
2016/05/28 21:38:19,解体,潜水艦,伊19(Lv.1)
2016/05/28 21:38:14,解体,駆逐艦,涼風(Lv.1)
2016/05/28 21:38:09,解体,潜水艦,伊19(Lv.1)
2016/05/28 21:38:05,解体,軽巡洋艦,那珂(Lv.1)
2016/05/28 21:37:60,解体,重巡洋艦,衣笠(Lv.1)
2016/05/18 04:59:04,改修,駆逐艦,長月(Lv.1)
2016/05/18 04:59:04,改修,駆逐艦,若葉(Lv.1)
2016/05/18 04:58:54,改修,駆逐艦,夕立(Lv.1)
2016/05/18 04:58:54,改修,駆逐艦,夕立(Lv.1)
2016/05/18 04:58:27,解体,軽巡洋艦,那珂(Lv.1)
2016/05/18 04:58:22,解体,駆逐艦,雷(Lv.1)
2016/05/18 04:55:48,解体,駆逐艦,磯波(Lv.1)
2016/05/18 04:53:24,解体,駆逐艦,深雪(Lv.2)
2016/05/18 04:49:34,解体,駆逐艦,大潮(Lv.1)
2016/05/18 04:46:60,解体,駆逐艦,電(Lv.1)
2016/05/18 04:44:26,解体,重巡洋艦,高雄(Lv.1)
2016/05/18 04:44:22,解体,重巡洋艦,鳥海(Lv.1)
2016/05/18 04:44:18,解体,重巡洋艦,羽黒(Lv.1)
2016/05/18 04:44:14,解体,駆逐艦,黒潮(Lv.2)
2016/05/18 03:18:05,解体,駆逐艦,白雪(Lv.1)
2016/05/18 03:18:01,解体,駆逐艦,磯波(Lv.1)
2016/05/18 03:17:56,解体,駆逐艦,菊月(Lv.1)
2016/05/18 03:17:52,解体,駆逐艦,雷(Lv.1)
2016/05/18 02:52:53,解体,駆逐艦,白雪(Lv.2)
2016/05/18 02:45:51,解体,駆逐艦,五月雨(Lv.1)
2016/05/18 02:45:47,解体,駆逐艦,若葉(Lv.1)
2016/05/18 02:45:41,解体,駆逐艦,睦月(Lv.1)
2016/05/18 02:45:36,解体,駆逐艦,初雪(Lv.1)
2016/05/18 02:45:31,解体,駆逐艦,響(Lv.1)
2016/05/18 02:45:27,解体,駆逐艦,陽炎(Lv.1)
2016/05/18 02:45:23,解体,駆逐艦,涼風(Lv.2)
2016/05/18 02:39:51,解体,駆逐艦,初霜(Lv.2)
2016/05/18 02:33:13,解体,駆逐艦,綾波(Lv.2)
2016/05/18 02:26:40,解体,駆逐艦,子日(Lv.1)
2016/05/18 02:26:36,解体,駆逐艦,望月(Lv.1)
2016/05/18 02:26:32,解体,駆逐艦,五月雨(Lv.1)
2016/05/18 02:26:27,解体,駆逐艦,曙(Lv.1)
2016/05/18 02:26:23,解体,駆逐艦,五月雨(Lv.1)
2016/05/18 02:26:15,解体,駆逐艦,大潮(Lv.1)
2016/05/18 02:26:11,解体,駆逐艦,磯波(Lv.2)
2016/05/18 02:19:36,解体,駆逐艦,長月(Lv.2)
2016/05/18 02:13:57,解体,駆逐艦,霞(Lv.2)
2016/05/18 02:06:55,解体,軽巡洋艦,天龍(Lv.1)
2016/05/18 02:06:50,解体,重巡洋艦,羽黒(Lv.1)
2016/05/18 02:06:34,解体,重巡洋艦,妙高(Lv.1)
2016/05/18 02:06:29,解体,軽巡洋艦,由良(Lv.1)
2016/05/18 02:06:25,解体,軽巡洋艦,長良(Lv.1)
2016/05/18 02:05:12,解体,駆逐艦,黒潮(Lv.2)
2016/05/17 22:59:03,解体,駆逐艦,霰(Lv.1)
2016/05/17 22:58:59,解体,駆逐艦,深雪(Lv.1)
2016/05/17 22:58:53,解体,駆逐艦,敷波(Lv.1)
2016/05/17 22:58:49,解体,駆逐艦,夕立(Lv.1)
2016/05/17 22:58:44,解体,駆逐艦,深雪(Lv.1)
2016/05/17 22:58:40,解体,駆逐艦,皐月(Lv.1)
2016/05/17 22:58:36,解体,駆逐艦,潮(Lv.1)
2016/05/17 22:56:03,解体,駆逐艦,五月雨(Lv.2)
2016/05/17 22:51:03,解体,駆逐艦,皐月(Lv.1)
2016/05/17 22:48:19,解体,駆逐艦,霰(Lv.2)
2016/05/17 22:43:56,解体,駆逐艦,子日(Lv.1)
2016/05/17 22:43:52,解体,軽巡洋艦,多摩(Lv.1)
2016/05/17 22:43:48,解体,駆逐艦,深雪(Lv.1)
2016/05/17 22:43:35,解体,軽巡洋艦,天龍(Lv.1)
2016/05/17 22:40:15,解体,駆逐艦,磯波(Lv.1)
2016/05/17 22:36:43,解体,駆逐艦,文月(Lv.1)
2016/05/17 22:33:22,解体,駆逐艦,雷(Lv.2)
2016/05/17 22:26:42,解体,駆逐艦,電(Lv.2)
